street,occurrences
Starodębie,1
Plac Andrzeja Glabera,1
Kaczerki,1
skwer im. mjr Henryka Dobrzańskiego-Hubala,1
Do Wiatraka,1
Sudomska,1
Śluza Zawada,1
Moczydełko,1
aleja Polinova,1
Skwer Jerzego Janickiego,1
Trasa ks. Jerzego Popiełuszki,1
Porannej Mgły,1
Park Centralny,1
Park imienia Generała Władysława Sikorskiego,1
Nędzy-Kubińca,1
Łabajowa,1
Skwerek Anny Stanisławskiej,1
Dziurawiec,1
Osiedle Sosnowy Zaułek,1
Szajcy,1
Fermstalowska,1
Aleja Lotników Polskich,1
Konrada Mazowieckiego,1
Willi,1
Plac Kardynała Stefana Wyszyńskiego,1
Rosiaka,1
Pasternakiewicza,1
Zaułek Chełmiński,1
Ksyckiego,1
Aleja Zesłańców Sybiru,1
Pucciniego,1
Pępicka,1
Trakt Solidarności,1
Hjelma,1
Gazety Tczewskiej,1
Park Dernałowiczów,1
Riebschlagera,1
Olmoncka,1
Fabryki Maszyn Żniwnych,1
Bębnowskiego,1
Kawalerów Maltańskich,1
Plac im. Honorowych Dawców Krwi,1
Rondo Izabeli Jarugi-Nowackiej,1
Świętoborzec,1
Most Darczyńców Bogatyni,1
Toczyńskiego,1
Łubieńskiej,1
"Batalionu AK ""Parasol""",1
Bartóka,1
Skwer Willy'ego Brandta,1
"Skwer Batalionu Harcerskiego AK ""Wigry""",1
Czortka,1
Falewicza,1
Szczerby,1
Gustowskiego,1
"Piotra, Pawła",1
Legusa,1
Blankowa,1
Rossiniego,1
Millennium,1
Diesla,1
plac Błogosławionego Księdza Bronisława Komorowskiego,1
Estakada gen. pil. Mateusza Iżyckiego,1
Skwer płk. dr. Leona Strehla,1
Jachimowicza,1
Samosierry,1
Rodziny Burczykowskich,1
Osiedle Stare,1
Rondo płk. Bernarda Adameckiego,1
Osiedleńców,1
Kolonia Trzech Róż,1
Park im. ks. Bronisława Kabata,1
Skwer Wielkopolskich Rytmów Młodych,1
Lubiechowska,1
Koszarka,1
Rondo Imienia Augusta Kowalczyka,1
Susła,1
Staneckiej,1
"Alejka ""Dwie Dorotki""",1
Pączkowa,1
Herbatnikowa,1
Kołtaka,1
Kosiorek,1
Na Las,1
Zemankówka,1
Pikarskiego,1
Szczodrkowicka,1
Pod Sokolicą,1
Facelii,1
Rondo Artura Hasbacha,1
Marszałkowicza,1
Rodówko,1
Kaweckiego,1
Pazia,1
Połtyna,1
Kupczyńskiego,1
Pienkowskiej,1
Andrychiewicza,1
Namysł,1
Szyszkowicz,1
Owalnicowa,1
Strzelców Kresowych,1
Czuchajowskiego,1
Trakt im. Józefa Kłoczkowskiego,1
Arendarskiego,1
Weszke,1
Fiedorowicza,1
Bukowieckiego,1
Bilikiewicza,1
Łąkieć,1
Galika,1
Budzińskiej-Tylickiej,1
"Zgrupowania AK ""Żmija""",1
Rondo Gryfa,1
Chełmowskiego,1
Rondo Pawła Brylińskiego,1
Emilii,1
Jana Styki i Wojciecha Kossaka,1
Aleja Harcmistrza Edwarda Heila,1
Rondo Sybiraka,1
Kolarzowa,1
700-lecia Ligoty Zabrskiej,1
Bulwary ks. Aleksandra Chodyki,1
Dowjata,1
Stare Sady,1
Rondo Zygmunta Glogera,1
Rondo Konstantego Laszczki,1
"Rondo Tadeusza Kifera ""Kruszynki""",1
Solny Rynek,1
Wzgórze Gustava Beckera,1
"Kompanii AK ""Kordian""",1
Złotokwiatu,1
Jeremiasza,1
Woronczaka,1
Przylep-Zakładowa,1
Łężyca-Urbanistów,1
Krępa-Łąkowa,1
Ochla-Łąkowa,1
Tarkowa,1
Złote Jabłko,1
Kwiaty Polskie,1
Krępa-Leśna,1
Schebesty,1
Nowy Kisielin-Leśna,1
Racula-Ku Słońcu,1
Drzonków-Krótka,1
Steenke,1
Racula-Podolska,1
Zatonie-Księżnej Doroty,1
Przylep-Husarska,1
Łężyca-Aroniowa,1
Racula-Kalinowa,1
Piekuta,1
Stary Kisielin-Jeździecka,1
Stary Kisielin-Przemysłowa,1
Drzonków-Czyżykowa,1
Drzonków-Staromłyńska,1
Marcinkiewicza,1
Tierieszkowej,1
Knasta,1
Drzonków-Pięciobojowa,1
Drzonków-Rajtarowa,1
Ochla-Franciszka Gaudy'ego,1
Rondo Antoniny,1
Łężyca-Malinowa,1
Przylep-Szewska,1
Stary Kisielin-Porzeczkowa,1
Przylep-Turystyczna,1
Przylep-Kolejowa,1
Krępa-Kasztanowa,1
Zatonie-Dębowa,1
Przylep-Czereśniowa,1
Przylep-Wiśniowa,1
Drzonków-Wilcza,1
Zawada-Szkolna,1
Łężyca-Dolna,1
Drzonków-Strzelecka,1
Racula-Macieja Rataja,1
Nowy Kisielin-Bukowa,1
Ochla-Kręta,1
Racula-Hortensji,1
Ochla-Topolowa,1
Krępa-Dzika,1
Drzonków-Rycerska,1
Ochla-Oazowa,1
Rondo Anny Walentynowicz,1
Lotniczej Eskadry Szkolnej,1
Skurpskiego,1
Ochla-Dębowa Polana,1
Męczenników Wielkiej Wsi,1
Ochla-Osiedle Dworskie,1
Krępa-Dolna,1
Gillette,1
Ochla-Strzelecka,1
Drzonków-Kąpielowa,1
Ochla-Bukowa,1
Zawada-Kręta,1
Nowy Kisielin-Topolowa,1
Łężyca-Chabrowa,1
Zatonie-Pszczela,1
Ochla-Dzika,1
Przylep-Rycerska,1
Ochla-Wł. i St. Grabowskich,1
Różyce,1
Szczerkowskiego,1
Szosa do Krupina,1
Drzonków-Rebusowa,1
Drzonków-Rajcowska,1
Drzonków-Łąkowa,1
Nowy Kisielin-Łąkowa,1
Łężyca-Leśna,1
Kaji,1
Czaplewska,1
Skwer im. Miasta Anagni,1
50-lecia KSM,1
Bitwy pod Kutnem,1
Stary Kisielin-Szkolna,1
Zawada-Wiśniowa,1
Ochla-Wiśniowa,1
Racula-Profesorska,1
Racula-Międzylesie,1
Zatonie-Liliowa,1
Teofilów,1
Przylep-Lawendowa,1
Zawada-Akacjowa,1
Nowy Kisielin-Świerkowa,1
Przylep-Brzozowa,1
Ochla-Henryka Sienkiewicza,1
Przylep-Zielona,1
Droga pod Ozem,1
Drzonków-Wrzosowa,1
Ochla-Młyńska,1
Drzonków-Miła,1
Aleja Magnolii,1
Ochla-Kaktusowa,1
Drzonków-Gajowa,1
Pniowiecka,1
Stary Kisielin-św. Floriana,1
Nowy Kisielin-Kolejowa,1
Skwer Tadeusza Nowakowskiego,1
Nowy Kisielin-Kasztanowa,1
Ochla-Czereśniowa,1
Zatonie-Młyńska,1
Zatonie-Słonecznikowa,1
Ochla-Truskawkowa,1
Zawada-Strażacka,1
Racula-Jaśminowa,1
Osiedle Górki Grabowskie,1
Przylep-Działkowa,1
Jarantowicka,1
Gabrycha,1
Zatonie-Zimna Woda,1
Przylep-Handlowa,1
Łężyca-Tulipanowa,1
Drzonków-Boczna,1
Łężyca-Boczna,1
Zielarzy,1
Drzonków-Sosnowa,1
Racula-Wincentego Witosa,1
Ochla-św. Huberta,1
Przylep-Gronowa,1
Racula-Mirty,1
Racula-Jędrzeja Cierniaka,1
Drzonków-Zmienna,1
Drzonków-Szermiercza,1
Ochla-Bażantowa,1
Racula-Stanisława Witkiewicza,1
Racula-Litewska,1
Krępa-Lipowa,1
Przylep-Leszczynowa,1
Ochla-Jaśminowa,1
Łężyca-Sasankowa,1
Przylep-Hetmańska,1
Stary Kisielin-Dojazdowa,1
Nowy Kisielin-Klonowa,1
Stary Kisielin-Słoneczna,1
Łężyca-Piaskowa,1
Przylep-Strumykowa,1
Brańkowa,1
Mędralowa,1
Skwer Czesława Miłosza,1
Zatonie-Strumykowa,1
Ochla-Morelowa,1
Przylep-Morelowa,1
Aleja Złotopolska,1
Aleja George'a Harrisona,1
Łężyca-Makowa,1
Rondo Karola Edmunda Wolframa,1
Zatonie-Makowa,1
Zawada-Stolarska,1
Lechii Gdańsk,1
Racula-Szparagowa,1
Łężyca-Bratkowa,1
Drzonków-Orla,1
Na Poletka,1
Cerkwicka,1
Łężyca-Inżynierska,1
Racula-Leszczynowa,1
Warmbier,1
Watta,1
Drzonków-Pogodna,1
Racula-Świerkowa,1
Stary Kisielin-Grzybowa,1
Drzonków-Strumykowa,1
Park Popiela,1
Nowy Kisielin-Grabowa,1
Łężyca-Murarska,1
Osiedle Zachód,1
Racula-Modrzewiowa,1
Ochla-Malinowa,1
Krępa-Porzeczkowa,1
Ochla-Zawilcowa,1
Racula-Janusza Korczaka,1
Osiedle Dolne Miasto,1
Ochla-Kasztanowa,1
Ochla-Dębowa,1
Plac Gwiaździsty,1
Profesora Tutki,1
Nowy Kisielin-Pałacowa,1
Ochla-Żurawia,1
Sady Zawadowskie,1
Zatonie-Różana,1
Drzonków-Szkolna,1
Nowy Kisielin-Dolna,1
Drzonków-Akacjowa,1
Przylep-Źródlana,1
Rondo ks. Jana Mroza,1
Drzonków-Niedźwiedzia,1
Kocimiętki,1
Aleja Zagłębia Dąbrowskiego,1
Więzików,1
Siedlanka Boczna,1
Skwer Obrońców Granic,1
Rempińska,1
Orlicz Dreszera,1
im. Papieża Jana Pawła II,1
Krala,1
Andrzejewska,1
Rondo Sebastiana Karpiniuka,1
"Dziekońskiej ps. ""Jadzia""",1
Rondo Sieradzkich Żołnierzy Łączności,1
Gronowe Zacisze,1
Nowa - Boczna,1
Wolności - Boczna,1
Osmołowskiego,1
Latającego Holendra,1
Kliprów,1
Park Rekreacyjno-Wypoczynkowy Bolesława Krzywoustego,1
Ługowo,1
Ochla-Bernda Mixdorfa,1
Zatonie-Zielonogórska,1
Golla,1
Droga Chłapowska,1
Polipol Aleja,1
Zawada-Nowa,1
Dębów,1
Racula-Leśna,1
Zatonie-Leśna,1
Zatonie-Kwiatowa,1
Ochla-Janusza Kusocińskiego,1
Grudkowskiego,1
Łężyca-Czeremchowa,1
Łężyca-Budowlanych,1
Rondo Kombatantów Rzeczypospolitej Polskiej i Byłych Więźniów Politycznych,1
Drzonków-Rajska,1
Racula-Dzieci Wrzesińskich,1
Drzonków-Zamkowa,1
Napierskiego,1
Moja,1
Wyczółkowo,1
Wójta Stanisława,1
Matysiaka,1
Krępa-Sportowa,1
Ochla-Sportowa,1
Łężyca-Skrajna,1
Ochla-Sarnia,1
Racula-Zbarska,1
Ochla-Alfreda Smoczyka,1
Dankowskiego,1
Grabosza,1
Ochla-Pustynna,1
Aleje Partyzantów,1
Oleszczyńskiego,1
Ochla-Wilcza,1
Stary Kisielin-Różana,1
Stary Kisielin-Wiosenna,1
Krępa-Szkolna,1
Skwer im. Lecha Kaczyńskiego Prezydenta Rzeczypospolitej Polskiej,1
Krępa-Truskawkowa,1
Machałowa,1
Zawada-Truskawkowa,1
Drzonków-Lisia,1
Park Admirała Floty Andrzeja Karwety,1
Drzonków-Bukowa,1
Łężyca-Krokusowa,1
Nowy Kisielin-Cisowa,1
Przylep-Sosnowa,1
Drzonków-Przytulna,1
Ochla-Henryka Łasaka,1
Racula-Jakuba Bojka,1
Ochla-ks. Wł. Terlikowskiego,1
Wołyńskiej Dywizji Piechoty Armii Krajowej,1
Drzonków-Ośrodkowa,1
Plac Opatrzności Bożej,1
Stary Kisielin-Zagajnikowa,1
Zawada-Winna,1
Rondo Soderhamn,1
Plac Ogrójecki,1
Racula-Michała Anioła,1
Na Sarganach,1
Skwer im. Stanisława Niemca,1
Gołędowskiego,1
Osiedle Zielone Ogrody,1
Rondo Hutników i Kuźników Ustrońskich,1
Żrałka,1
Nikoszki,1
Leśne Łąki,1
Osucha,1
Plac Zenona Twardowskiego,1
Kwitnących Sadów,1
Pecolta,1
Jawoszka,1
Rondo Bergen Op Zoom,1
Jarmuła,1
Nacht-Samborskiego,1
Aleja Pisarzy,1
Klajok,1
Promenada Wójta Tomasza Rokity,1
Dworzyskowa,1
Nad Dobrzynką,1
Park im. Armii Łódź,1
Bobowskiej,1
Kakadu,1
Wrześniewskich,1
Domagalika,1
Rondo Księdza Józefa Dziąga,1
Skwer Lennestadt,1
"Rondo Kaczorowskiego, Prezydenta RP na Uchodźstwie",1
Drozdowskiego,1
Plac Witolda Antonowicza,1
Aleja Ignacego Jana Paderewskiego,1
Pękali,1
Park Gminny Gródek,1
Machnicka,1
Okęckiej-Bromkowej,1
Dudzińskich,1
Nieczaja,1
Niesieckiego,1
Nad Hamernią,1
Sowiźrała-Sobolewicza,1
Osiedle Malutkie,1
Słoneczna Skarpa,1
Roosevelt,1
Rodziny Koehlich,1
Podsobnie,1
Derdy,1
Łobozkowa,1
Babilka,1
Przyborowiec,1
Brętowska,1
Plac Naczelnej Organizacji Technicznej,1
Nowy Kisielin-Dębowa,1
Drzonków-Dębowa,1
Malwiny,1
Łężyca-Kościelna,1
Ochla-Janusza Korczaka,1
Bisty,1
Na Podlas,1
Ochla-Marii Konopnickiej,1
Łężyca-Ceglana,1
Ochla-Olchowa,1
Ludkiewicza,1
Aleja Ofiar 10 Kwietnia,1
Kawały,1
Kątowska,1
Prezydentów RP Lecha Kaczyńskiego i Ryszarda Kaczorowskiego,1
Na Podgóry,1
Kamieńskiej,1
Zawada-Kościelna,1
Krępa-Agrestowa,1
Enklawa,1
Krzewinki,1
Łężyca-Agrestowa,1
Ochla-Ogrodnicza,1
Przylep-Ogrodnicza,1
Złote Wzgórza,1
Ochla-Zacisze,1
Lazurowe Wzgórza,1
Zawada-Torfowa,1
Zaułek Gminny,1
Łężyca-Zawilcowa,1
Łężyca-Ciesielska,1
Dakarska,1
Orla Góra,1
Cyganerii,1
Zawada-Kożuchowska,1
Racula-Studencka,1
Ochla-Zielonogórska,1
Stary Kisielin-Lawendowa,1
Estetyczna,1
Stary Kisielin-Przedszkolna,1
Husarii Polskiej,1
Racula-Klonowa,1
Chachulskiego,1
Ochla-Akacjowa,1
Ochla-3 Maja,1
Nowy Kisielin-Strumykowa,1
Racula-Grabowa,1
Ochla-Daktylowa,1
Przylep-Malinowa,1
Ochla-Kornela Makuszyńskiego,1
Ochla-Muzealna,1
Ochla-Palmowa,1
Doliny Strugu,1
Kamiennobrodzka,1
Racula-Lwowska,1
Łężyca-Polna,1
Nowy Kisielin-Polna,1
Zatonie-Pszenna,1
Nowy Kisielin-Odrzańska,1
Danielewicz,1
Kamienny Park,1
Żyndy,1
Nowy Kisielin-Nowa,1
Zawada-Sportowa,1
Krępa-Poziomkowa,1
Racula-Polna,1
Gnysia,1
Źrałków,1
Talarka,1
Rondo Niemieckie,1
Ochla-Sadowa,1
Candera,1
Racula-Ireny Kosmowskiej,1
Aleja Nowych Dębów,1
Mały Gościniec,1
Rondo Haliny Chorobińskiej,1
Trzebiń,1
Trylińskiego,1
Chłopicka,1
Dywizji Piechoty WP,1
Sobalaków,1
Szczotkowo,1
Sokorskiej,1
Przylep-Orzechowa,1
Przylep-Kosowa,1
Drzonków-Rekreacyjna,1
Pękalskich,1
Mogiełki,1
Racula-Wiejska,1
Ochla-Przyleśna,1
Drzonków-Cisowa,1
Ochla-Sosnowa,1
Łężyca-Stokrotkowa,1
Nowy Kisielin-Podgórna,1
Drzonków-Przyjazna,1
Łężyca-Inwestycyjna,1
Dwór nad Utratą,1
Drzonków-Rotowa,1
Ochla-św. Jadwigi Śląskiej,1
Racula-Jabłonowa,1
Przylep-Łąkowa,1
Drzonków-Leśna,1
Stary Kisielin-Leśna,1
Krzyża Świętego,1
Ochla-Kwiatowa,1
Zawada-Krótka,1
Racula-św. Mikołaja,1
Ochla-Czeremchowa,1
Aleja Tadeusza Kaczyńskiego,1
"Rondo ""Żołnierzy Wyklętych""",1
Aleja Leona Barciszewskiego,1
Aleje Powstańców Wlkp.,1
Studenckiej,1
Od Krzyża,1
Na Górki,1
Kocińskiego,1
Silikatowa,1
Nagórskiej,1
Pilika,1
Zaśluzie,1
Uzar-Krysiakowej,1
Hudalli,1
Opal,1
Aleja Polskiego Państwa Podziemnego,1
Druskienicka,1
Młynnik,1
Rondo ks. Józefa Pruchnickiego,1
Rondo im. Jadwigi Apostoł Staniszewskiej,1
Barbusse'a,1
Brygady Górniczej,1
Szałwińskiego,1
Fabiana,1
Rondo Przemysława Gosiewskiego,1
Woydy,1
Radomickiego,1
Rondo Grupy Kęty,1
Jednacza,1
Brzozowy Zakątek,1
Małpi Gaj,1
Szyszkowiec,1
Surwabuno,1
Do Stacji,1
Szaffarnia,1
Krudowskiego,1
Joachimczyka,1
Biedaszka,1
Park im. Adama Bienia,1
Trznadla,1
Śliwiaka,1
Za Stylchyn,1
Alejka ks. Ludwika Skowronka,1
Wereszki,1
Plac Odnowy,1
Strefa Gospodarcza,1
Plac Przyjaciół Sopotu,1
Aleja Duńczyków,1
Plac im. ks. Prałata Franciszka Gruczy,1
Aleja Anny Walentynowicz,1
Wzgórze św. Wojciecha,1
Kapelanów Armii Krajowej,1
Rondo kard. Adama Sapiehy,1
Adwenta,1
Kaszubskiego Pułku Piechoty,1
Plac ks. Kanonika Dymitrowicza,1
Mikstackiego,1
Chilińskiego,1
Mrozowskiego,1
Osiedle Parowa,1
Kcyńska Nowe Osiedle,1
Domaniż,1
Bilówka,1
Aleje Armii Krajowej,1
Brandysówka,1
Chojeckiego,1
Mirosza,1
Aleja Ostrowska,1
Skwer Świętego Antoniego,1
Plac św. Mikołaja bp.,1
Park Bankowy,1
Osiedle Letniki,1
Heraklita,1
Plac Przyjaźni,1
Kanał Kohna,1
Perełkowa,1
Do Brzezin,1
Rondo Tomasza Szwejkowskiego,1
Rickovera,1
200-lecia Mrozów,1
Ostrawska,1
Liwoczna,1
Myszki,1
Sąspowska,1
Plac Wielkiej Armii Napoleona,1
Halupczoka,1
Bielecka,1
Orlik,1
Bulwar Kotwicy Kołobrzeg,1
Park im. Piotra Starosty,1
Semmerlinga,1
Plac Świętego Jakuba,1
Kica,1
Walenty,1
Niemstaka,1
Ełganowska,1
Kalinów,1
Rondo Budowniczych Huty Katowice,1
"Kopalni ""Julian""",1
Osiedle Batory,1
Mosiowa,1
Rondo Księdza Popiełuszki,1
Wiejowskiego,1
Skwer Jerzego Kastrioty Skanderbega,1
Urbanki,1
Drożdża,1
Słupianka,1
Wohlfeila,1
Rondo im. Księdza Ryszarda Lendzińskiego,1
Rondo im. Bernarda Janowicza,1
Promenada Imienia Wisławy Szymborskiej,1
Osiedle Kubackówka,1
Osiedle Zawodzie,1
Osiedle Janiki,1
Obszar Kolei,1
Łazienki Chodzieskie,1
Na Skwierzynkę,1
Kołodki,1
Radogoszczańska,1
Węzeł Gdyńskich Kosynierów,1
Sierocińskiego,1
Clausiusa,1
Sopranowa,1
Nierychlewskiego,1
Bohaterów Narwiku,1
Rondo Lecha Żyły,1
Konika Polskiego,1
Czerwonych Jabłuszek,1
Srebrny Widok,1
Dobropole,1
Kowarzyków,1
Plac Richarda Wagnera,1
Etiudy,1
Scheiblera,1
Zimińskiej-Sygietyńskiej,1
Srebrny Potok,1
Pod Las,1
Zachruście,1
Grzymińska,1
Rondo Trzech Narodów,1
Osiedle gen. Wł. Sikorskiego,1
Tunel im. Grzegorza Oryszczaka,1
Rondo im. Łęczyńskich Bohaterów Września,1
Rondo ks. Zdzisława Peszkowskiego,1
Ku Skarpie,1
Bursztynowa Osada,1
"Zgrupowania AK ""Żyrafa""",1
"Alejka ""Kozucha Kłamczucha""",1
"Skwer Batalionu AK ""Czata 49""",1
Nad Goszczą,1
Żmudzińskiego,1
Belkowszczyzna,1
Călinescu,1
Nusbauma-Hilarowicza,1
Rondo im. Powstańców Warszawskich,1
Rondo Jerzego Szczakiela,1
Skwer św. Jana z Dukli,1
Tramiela,1
Park Stanisława Nowakowskiego,1
Zimnodolska,1
Pl. 15 Stycznia,1
Modrolotki,1
Miodobrania,1
Srebrna Polana,1
Osiedle Pokoju,1
Graniczny Młyn,1
Ińska,1
Bartek,1
Słotwina,1
Za Skansenem,1
Droga w Lesie,1
Plac Świętej Katarzyny Aleksandryjskiej,1
Dutki,1
Sylwestrowicza,1
Osiedle Ostrówek,1
Czosnykowskiego,1
Nad Jarem Słupi,1
Goliasza,1
Statki,1
Na Dolinkę,1
Osówiecka,1
Bagiennica,1
Gontarza,1
Osiedle pod Wiatrakami,1
Olesie,1
Misiołków,1
Kulowska,1
Pułankowa,1
Południowe,1
Osiedle Rabowa,1
Osiedle Mędralowa,1
Osiedle Jedzinne,1
Ogródek,1
Elbląskiego Pułku Przeciwlotniczego,1
Aleja Ignacego Lisa,1
Nowosiedlicka,1
Stoleckiego,1
Jana z Czarnolasu,1
Aleje Wierzbowe,1
Osiedle Józefa Sułkowskiego,1
Osiedle Energetyk,1
Rondo Adama Giedrysa,1
Gajdzińskich,1
Oleszyńska,1
Rondo Powstania Wielkopolskiego,1
Staicha,1
Aleja ks. Stanisława Stopki,1
Biema,1
Aleja Złotej Jesieni,1
Baranauskasa,1
Rondo im. Prymasa Tysiąclecia Kardynała Stefana Wyszyńskiego,1
Mazurka Dąbrowskiego,1
Chrystiana,1
Piotrowiec,1
Aleja ks. dr Dariusza Sańko,1
Sędziaka,1
Sindbada,1
Aleje mjr. Henryka Sucharskiego,1
Aleje Józefa Piłsudskiego,1
Lendli,1
Scultetusa,1
Prześlaków,1
Pułku Ułanów Wlkp.,1
Suchcickiego,1
Donaja,1
Kramera,1
Osiedle Przyjaźń,1
Jórskiego,1
Nogalskiego,1
Nogawicka,1
Skwer Lucjana Broniewicza,1
Rondo Sióstr Norbertanek,1
Rokszycka,1
Trzy Korony,1
Aleja Spółdzielni,1
Skwer Trzeciego Tysiąclecia,1
Rostków,1
Łaguny,1
"Rondo Emilii Malessy ""Marcysi""",1
Kacze Buki,1
Nad Pratwą,1
Altany,1
Konwalii Majowych,1
Pod Jesionami,1
Aleja Generała Broni Stanisława Maczka,1
Park Henryka Czempiela,1
Miroszewo,1
Śliwaka,1
Rondo Małgorzaty Dydek,1
Pod Wierzbą,1
Uszyńskiego,1
"Amałowicza ""Tatara""",1
Asi i Alka,1
Plac Tadeusza Czackiego,1
Plac Świętego Brunona Bonifacego,1
"Rondo mjr. Zygmunta Szendzielarza - ""Łupaszki""",1
Szosa Rypińska,1
Spadochroniarzy Polskich,1
Aleja Srebrna,1
Strug,1
Aleje Lecha i Marii Kaczyńskich,1
Strona Hugona Kołłątaja,1
Skwer Biegacza,1
Most Mariana Lutosławskiego,1
Strona Ignacego Wyssogoty Zakrzewskiego,1
Dąmbskiego,1
Skwer Doktora Schefflera,1
Mileny,1
Osiedle Czarne,1
Aleja pod Wałem,1
Osiedle Wierzch Granic,1
"Kopalni ""Andaluzja""",1
Kiersnowskiego,1
Rondo Bugaj,1
Jarzębatki,1
Krupskiego,1
Skwer Wolnego Słowa,1
Holice,1
Sztandarowa,1
Paczóskiego,1
Petelskiego,1
Bełkowska-Boczna,1
Malczyka,1
Aleja Świętej Barbary,1
Rondo im. Georga III von Oppersdorff,1
Rondo Wyzwolenia,1
Dróżka Profesora Libury,1
Autorska,1
Wojtyszki,1
Przysiółek Kopaczka,1
Mezowska,1
Mochalskiego,1
Osiedle Jabłoniowe Wzgórze,1
Skwer Wolontariuszy Wielkiej Orkiestry Świątecznej Pomocy,1
Rondo Krzysztofa Jakuba Putry Wicemarszałka Sejmu RP,1
Titz-Kosko,1
Wyszehradzka,1
Biskupa Floriana,1
Dembowskiej,1
Skwer pod Lipami,1
Hojki,1
Oliwki,1
Osiedle Nektarowe,1
Plac Ofiar Piaśnicy,1
Rondo św. Jadwigi,1
Osiedle Ruczajowe,1
Żelazowska,1
Osówka,1
Staskie,1
"Skwer ""Starszych Panów""",1
Skwer Adama Mickiewicza,1
Plac ks. prof. J. Tischnera,1
Aleje Ryszarda Kaczorowskiego,1
Aleja Księży Orionistów,1
Kompanii Średzkiej,1
Żeremiowa,1
Rondo Władysława Rybakowskiego,1
Przysiółek Wawrzyńcowski,1
Hiolskiego,1
Petersona,1
Miecznikowa,1
Rondo Podporucznika Leona Kloca,1
Szczecińskiego,1
Żołnierzy Września 1939 Roku,1
Milcherta,1
Rolbieskiego,1
Zürna,1
Skwer im. Burmistrza Stanisława Chmieleckiego,1
Strona Jana Dekerta,1
Partnerstwa Bitburg,1
Las Kabacki im. Stefana Starzyńskiego,1
Liebherra,1
Pomostowa,1
Rondo Czeskie,1
Aleja Trzech Państw,1
Skwer kard. Stefana Wyszyńskiego,1
Plac ks. J. P. Aeltermanna,1
Rondo Miasta Bar - Ukraina,1
Andrzeja II Węgierskiego,1
Seiferta,1
Prohaski,1
Gawrycha,1
Rondo im. Andrzeja Grubby,1
Skwer ks. Otto Bowiena,1
Trakt Trębickich,1
Lieske,1
Julków Jamneńskich,1
Czerwonej Rzeki,1
Kumaka,1
Rondo Księdza W. Mieczkowskiego,1
Wietrzyńskiego,1
Dowkontta,1
Brzuzka,1
Porucznika Jarzyny,1
Przewodników,1
Bystrzyckiego,1
Kaminiarza,1
Aleja ks. Konrada Pyrki,1
Żaby,1
Rondo Harcerskie,1
"Batalionu AK ""Zośka""",1
Aleja Mieczysława Fogga,1
Plac Romana Breitenwalda,1
Aleja Wojciechowa,1
Polskich Kwiatów,1
Ustrzewska,1
Zegara Słonecznego,1
Engelmana,1
Kulisiewiczów,1
Rondo Biały Orzeł,1
Aleja Ofiar Ludobójstwa OUN - UPA,1
Skwer Zygmunta Lubońskiego,1
Kamosińskiego,1
Jordan-Rozwadowskiego,1
Biznes Park,1
Rondo Jerzego Turowicza,1
Skwer im. Fajta i Kałkusińskiego,1
Termiczna,1
Orląt Pęcickich,1
Pisarnik,1
Aleja Krystyny,1
"Alejka ""Płomyczek""",1
"Aleja ""Psotki i Śmieszki""",1
Skwer Mieczysława Dawida Apfelbauma,1
"Batalionu AK ""Pięść""",1
Strobanda,1
Płodowskiego,1
BWTZ (Byłych Więźniów Twierdzy Zakroczym),1
Mazurkowa,1
Strehla,1
Gierosa,1
Plac Unii Brzeskiej,1
Aleje XXV Polskiej Drużyny Strzeleckiej,1
"Skwer Tadeusza, Marii, Barbary, Włodzimierza Fijewskich",1
Wybrzeże Ojca Świętego Jana Pawła II,1
Boj. o Wolność i Demokrację,1
Skwer Księdza Andrzeja Lepianki,1
Kumowska,1
Przy Karczmie,1
Fučíka,1
Rondo Henryki Rodkiewicz,1
Aleja Marii Dąbrowskiej,1
Przysiółek Lipiny,1
Joncy,1
Park prof. Lecha Leciejewicza,1
Skwer Remigiusza Jankowskiego,1
Kolonia Prawa,1
Kolonia Lewa,1
Boh. Westerplatte,1
Hedy - Szarego,1
Most Legionów Józefa Piłsudskiego,1
Rynek Sutki,1
Okuniów,1
Strona Franciszka Barssa,1
Kaźmierczak-Połońskiej,1
Barbakan,1
Halleya,1
Blumwego,1
Kol. Parzychy,1
Trajdosa,1
Kol. Dukat,1
Ratanowa,1
Hugo-Badera,1
Wazowskiego,1
Kol. Czarny Kąt,1
Davouta,1
Dandelsa,1
Na Kamień,1
św. Rafała,1
Chojnowskiego,1
Osiedle na Porąbkach,1
Bydgoskich Przemysłowców,1
Plac 4 Czerwca 1989 Roku,1
Grabieński Las,1
Plac Stempnik,1
Silówka,1
Zaskrońca,1
Rondo Kardynała S. Wyszyńskiego,1
Gołębiowa,1
Plac im. ks. Infułata Józefa Wójcika,1
Osiedle Wiosełka,1
Osiedle Grzybowe,1
Świergotki,1
Ceglarza,1
Międzygórska,1
Sorysa,1
Gapiej Góry,1
Dobrzykowicka,1
Trakt Suraski,1
Jezuickie,1
Partyzantów Leśnych,1
Rondo Kradziejówka,1
Wiktorowicza,1
Krakowiaków i Górali,1
Zimozielona,1
Rondo Siarkowców,1
Rondo Świętego Krzysztofa,1
Trakt Honorowych Obywateli Miasta Łańcuta,1
Na Kuchni,1
Aleja Jana Mełnickiego,1
Broniwój-Orlińskiego,1
Osiedle Zacisze nad Stawem,1
Skwer im. ks. Infułata Walentego Bala,1
Tulipanowca,1
Międzybrodzka,1
